Jap	Eng	type	id
エヴォルド・ラゴスクス	Evoltile Lagosucho	EFFECT MONSTER	3283679
RUM－幻影騎士団ラウンチ	The Phantom Knights' Rank-Up-Magic Launch	QUICKPLAY SPELL	3298689
聖刻龍－シユウドラゴン	Hieratic Dragon of Su	EFFECT MONSTER	3300267
銀河眼の煌星竜	Galaxy-Eyes Solflare Dragon	EFFECT LINK MONSTER	3356494
ドラゴンに乗るワイバーン	Alligator's Sword Dragon	EFFECT FUSION MONSTER	3366982
サイバー・フェニックス	Cyber Phoenix	EFFECT MONSTER	3370104
墓守の巫女	Gravekeeper's Priestess	EFFECT MONSTER	3381441
幻奏の音姫プロディジー・モーツァルト	Mozarta the Melodious Maestra	EFFECT MONSTER	3395226
C－クラッシュ・ワイバーン	C-Crush Wyvern	EFFECT UNION MONSTER	3405259
水晶機巧－サルファフナー	Crystron Sulfefnir	EFFECT MONSTER	3422200
破壊剣の使い手－バスター・ブレイダー	Buster Blader, the Destruction Swordmaster	EFFECT MONSTER	3428069
ドリル・ウォリアー	Drill Warrior	EFFECT SYNCHRO MONSTER	3429238
バスター・ビースト	Assault Beast	EFFECT MONSTER	3431737
麗の魔妖－妖狐	Yoko, the Graceful Mayakashi	EFFECT SYNCHRO MONSTER	3486020
火器付機甲鎧	Insect Armor with Laser Cannon	EQUIP SPELL	3492538
サイコロン	Dicephoon	QUICKPLAY SPELL	3493058
首領亀	Don Turtle	EFFECT MONSTER	3493978
ステルスバード	Stealth Bird	EFFECT MONSTER	3510565
熱血獣士ウルフバーク	Coach Soldier Wolfbark	EFFECT MONSTER	3534077
ヴェルズ・ザッハーク	Evilswarm Zahak	EFFECT MONSTER	3536537
ダイス・ポット	Dice Jar	EFFECT FLIP MONSTER	3549275
ホワイト・ダストン	White Duston	NORMAL MONSTER	3557275
レイテンシ	Latency	EFFECT MONSTER	3560069
リンク・バック	Link Back	SPELL	3567660
ランドスターの剣士	Swordsman of Landstar	NORMAL MONSTER	3573512
クリスタルP	Crystolic Potential	SPELL FIELD	3576031
伝説の預言者マーリン	Merlin	EFFECT MONSTER	3580032
シュレツダー	Shreddder	EFFECT MONSTER	3603242
魂を狩る者	One Who Hunts Souls	NORMAL MONSTER	3606209
ガガガガール	Gagaga Girl	EFFECT MONSTER	3606728
創聖魔導王 エンディミオン	Endymion, the Mighty Master of Magic	EFFECT PENDULUM MONSTER	3611830
ローガーディアン	Skull Guardian	RITUAL MONSTER	3627449
サイバー・エンジェル－韋駄天－	Cyber Angel Idaten	EFFECT RITUAL MONSTER	3629090
E・HERO Great TORNADO	Elemental HERO Great Tornado	EFFECT FUSION MONSTER	3642509
伝説のフィッシャーマン	The Legendary Fisherman	EFFECT MONSTER	3643300
A・O・J リサーチャー	Ally of Justice Searcher	EFFECT MONSTER	3648368
サイバー・ヴァリー	Cyber Valley	EFFECT MONSTER	3657444
オーバーロード・フュージョン	Overload Fusion	SPELL	3659803
トロイメア・マーメイド	Knightmare Mermaid	EFFECT LINK MONSTER	3679218
ダブルトラップ	Double Snare	SPELL	3682106
借カラクリ旅籠蔵	Karakuri Cash Inn	TRAP	3693034
ダーク・キュア	Dark Cure	TRAP CONTINUOUS	3701074
シャドール・ビースト	Shaddoll Beast	EFFECT FLIP MONSTER	3717252
ウォーター・エレメント	Water Element	NORMAL MONSTER	3732747
ナチュルの神星樹	Naturia Sacred Tree	TRAP CONTINUOUS	3734202
EMレ・ベルマン	Performapal Lebellman	EFFECT PENDULUM MONSTER	3752422
DDD怒濤王シーザー	D/D/D Wave King Caesar	EFFECT XYZ MONSTER	3758046
異次元の偵察機	D.D. Scout Plane	EFFECT MONSTER	3773196
方界超帝インディオラ・デス・ボルト	Indiora Doom Volt the Cubic Emperor	EFFECT SPSUMMON MONSTER	3775068
剣闘獣アンダバタエ	Gladiator Beast Andabata	EFFECT FUSION MONSTER	3779662
突撃ライノス	Rampaging Rhynos	EFFECT MONSTER	3784434
No.65 裁断魔人ジャッジ・バスター	Number 65: Djinn Buster	EFFECT XYZ MONSTER	3790062
トリックスター・デビルフィニウム	Trickstar Delfiendium	EFFECT LINK MONSTER	3792766
スロットマシーンAM－7	Slot Machine	NORMAL MONSTER	3797883
モンク・ファイター	Monk Fighter	EFFECT MONSTER	3810071
超巨大空中宮殿ガンガリディア	Skypalace Gangaridai	EFFECT XYZ MONSTER	3814632
盗賊の七つ道具	Seven Tools of the Bandit	TRAP COUNTER	3819470
墓守の大神官	Gravekeeper's Visionary	EFFECT MONSTER	3825890
ファーニマル・ベア	Fluffal Bear	EFFECT MONSTER	3841833
カラクリ兵 弐参六	"Karakuri Soldier mdl 236 ""Nisamu"""	EFFECT MONSTER	3846170
TGX3－DX2	TGX3-DX2	TRAP	3868277
サイコ・チューン	Psychic Tuning	TRAP CONTINUOUS	3891471
スーパービークロイド－ステルス・ユニオン	Super Vehicroid - Stealth Union	EFFECT FUSION MONSTER	3897065
アブソーブポッド	Absorbing Jar	EFFECT FLIP MONSTER	3900605
ヴェンデット・バスタード	Vendread Battlelord	EFFECT RITUAL MONSTER	3909436
The tripping MERCURY	The Tripper Mercury	EFFECT MONSTER	3912064
マジック・スライム	Magical Reflect Slime	EFFECT GEMINI MONSTER	3918345
フェルグラントドラゴン	Felgrand Dragon	EFFECT MONSTER	3954901
花札衛－猪鹿蝶－	Flower Cardian Boardefly	EFFECT SYNCHRO MONSTER	3966653
グリード・グラード	Greed Grado	QUICKPLAY SPELL	3972721
ホーリー・パワー	Lucky Trinket	NORMAL MONSTER	3985011
ミセス・レディエント	Missus Radiant	EFFECT LINK MONSTER	3987233
ラヴァルバル・イグニス	Lavalval Ignis	EFFECT XYZ MONSTER	3989465
聖刻龍－アセトドラゴン	Hieratic Dragon of Eset	EFFECT MONSTER	4022819
心変わり	Change of Heart	SPELL	4031928
シェイプ・スナッチ	Shapesnatch	NORMAL MONSTER	4035199
忍者マスター SASUKE	Ninja Grandmaster Sasuke	EFFECT MONSTER	4041838
島亀	Island Turtle	NORMAL MONSTER	4042268
オルフェゴール・トロイメア	Orcust Knightmare	EFFECT MONSTER	4055337
ヴェルズ・サラマンドラ	Evilswarm Salamandra	EFFECT MONSTER	4058065
アンデットワールド	Zombie World	SPELL FIELD	4064256
BF－極光のアウロラ	Blackwing - Aurora the Northern Lights	EFFECT SPSUMMON MONSTER	4068622
受け入れがたい結果	Unacceptable Result	QUICKPLAY SPELL	4072687
第二の棺	The Second Sarcophagus	SPELL CONTINUOUS	4081094
Emスティルツ・シューター	Performage Stilts Launcher	EFFECT MONSTER	4081665
カオス・インフィニティ	Chaos Infinity	TRAP	4081825
翼の魔妖－天狗	Tengu, the Winged Mayakashi	EFFECT SYNCHRO MONSTER	4103668
G・B・ハンター	G.B. Hunter	EFFECT MONSTER	4130270
儀式魔人プレコグスター	Djinn Prognosticator of Rituals	EFFECT MONSTER	4141820
十二獣ラム	Zoodiac Ramram	EFFECT MONSTER	4145852
G戦隊 シャインブラック	"Shiny Black ""C"" Squadder"	NORMAL MONSTER	4148264
天狗のうちわ	Goblin Fan	TRAP CONTINUOUS	4149689
サイバー・レーザー・ドラゴン	Cyber Laser Dragon	EFFECT SPSUMMON MONSTER	4162088
黒羽の宝札	Cards for Black Feathers	SPELL	4168871
サンダー・ブレイク	Raigeki Break	TRAP	4178474
妖精竜 エンシェント	Ancient Pixie Dragon	EFFECT SYNCHRO MONSTER	4179255
紅葉の女王	Queen of Autumn Leaves	NORMAL MONSTER	4179849
森の聖霊 エーコ	Eco, Mystical Spirit of the Forest	EFFECT MONSTER	4192696
落とし穴	Trap Hole	TRAP	4206964
霞の谷の祭壇	Shrine of Mist Valley	SPELL FIELD	4215636
捕違い	Mistaken Arrest	QUICKPLAY SPELL	4227096
サイキックブレイク	Psi-Station	SPELL CONTINUOUS	4230620
EMヒックリカエル	Performapal Turn Toad	EFFECT PENDULUM MONSTER	4239451
シー・アーチャー	Mermaid Archer	EFFECT MONSTER	4252828
剣闘獣ホプロムス	Gladiator Beast Hoplomus	EFFECT MONSTER	4253484
魔力倹約術	Spell Economics	SPELL CONTINUOUS	4259068
精神寄生体	Kiseitai	EFFECT MONSTER	4266839
召命の神弓－アポロウーサ	Apollousa, Bow of the Goddess	EFFECT LINK MONSTER	4280258
スプレンディッド・ローズ	Splendid Rose	EFFECT SYNCHRO MONSTER	4290468
不知火流 燕の太刀	Shiranui Style Swallow's Slash	TRAP	4333086
スクラップ・リサイクラー	Scrap Recycler	EFFECT MONSTER	4334811
創星神 sophia	Sophia, Goddess of Rebirth	EFFECT SPSUMMON MONSTER	4335427
ニュードリュア	Newdoria	EFFECT MONSTER	4335645
先史遺産都市バビロン	Chronomaly City Babylon	SPELL FIELD	4357063
十二獣ラビーナ	Zoodiac Bunnyblast	EFFECT MONSTER	4367330
憑依装着－ヒータ	Familiar-Possessed - Hiita	EFFECT MONSTER	4376658
リヴェンデット・スレイヤー	Revendread Slayer	EFFECT RITUAL MONSTER	4388680
レオ・ウィザード	Leo Wizard	NORMAL MONSTER	4392470
海底に潜む深海竜	The Dragon Dwelling in the Deep	EFFECT MONSTER	4404099
幻獣機ブラックファルコン	Mecha Phantom Beast Blackfalcon	EFFECT MONSTER	4417407
幻獣機トークン	Mecha Phantom Beast Token	TOKEN NORMAL MONSTER	4417408
M.X－セイバー インヴォーカー	M-X-Saber Invoker	EFFECT XYZ MONSTER	4423206
サイバネット・カスケード	Cynet Cascade	TRAP	4433488
強烈なはたき落とし	Drastic Drop Off	TRAP COUNTER	4440873
古代の機械爆弾	Ancient Gear Explosive	SPELL	4446672
隠されし機殻	Qlimate Change	TRAP	4450854
ヴェノム・スプラッシュ	Venom Burn	TRAP	4466015
SPYRAL GEAR－ドローン	SPYRAL GEAR - Drone	EFFECT MONSTER	4474060
クロック・スパルトイ	Clock Spartoi	EFFECT LINK MONSTER	4478086
反撃準備	Prepare to Strike Back	TRAP CONTINUOUS	4483989
終焉龍 カオス・エンペラー	Chaos Emperor, the Dragon of Armageddon	EFFECT SPSUMMON PENDULUM MONSTER	4538826
カオス・シールド	Yellow Luster Shield	SPELL CONTINUOUS	4542651
機皇帝グランエル∞	Meklord Emperor Granel	EFFECT SPSUMMON MONSTER	4545683
エクシーズ・テリトリー	Xyz Territory	SPELL FIELD	4545854
BK カウンターブロー	Battlin' Boxer Counterpunch	EFFECT MONSTER	4549095
リビルディア	Rebuildeer	EFFECT MONSTER	4550066
吠え猛る大地	Roaring Earth	TRAP CONTINUOUS	4587638
アマゾネス女帝	Amazoness Empress	EFFECT FUSION MONSTER	4591250
ライオ・アリゲーター	Lion Alligator	EFFECT MONSTER	4611269
闇・エネルギー	Dark Energy	EQUIP SPELL	4614116
超電導戦機インペリオン・マグナム	Imperion Magnum the Superconductive Battlebot	EFFECT FUSION MONSTER	4628897
暴君の威圧	Tyrant's Temper	TRAP CONTINUOUS	4638410
魔界劇団のカーテンコール	Abyss Actors' Curtain Call	TRAP	4682617
メタルフォーゼ・ミスリエル	Metalfoes Mithrilium	EFFECT FUSION MONSTER	4688231
カードガード	Card Guard	EFFECT MONSTER	4694209
星杯剣士アウラム	Auram the World Chalice Blademaster	EFFECT LINK MONSTER	4709881
ライトレイ ギア・フリード	Lightray Gearfried	EFFECT SPSUMMON MONSTER	4722253
灼熱ゾンビ	Molten Zombie	EFFECT MONSTER	4732017
マグネット・フィールド	Magnetic Field	SPELL FIELD	4740489
ヴェルズ・ケルキオン	Evilswarm Kerykeion	EFFECT MONSTER	4756629
ユベル－Das Abscheulich Ritter	Yubel - Terror Incarnate	EFFECT SPSUMMON MONSTER	4779091
ライトロード・アーク ミカエル	Michael, the Arch-Lightsworn	EFFECT SYNCHRO MONSTER	4779823
超重武者装留ファイヤー・アーマー	Superheavy Samurai Soulfire Suit	EFFECT MONSTER	4786063
有翼幻獣キマイラ	Chimera the Flying Mythical Beast	EFFECT FUSION MONSTER	4796100
Emフレイム・イーター	Performage Flame Eater	EFFECT MONSTER	4807253
戦華史略－長坂之雄	Ancient Warriors Saga - Defense of Changban	TRAP CONTINUOUS	4810585
古聖戴サウラヴィス	Sauravis, the Ancient and Ascended	EFFECT RITUAL MONSTER	4810828
セイクリッド・テンペスト	Constellar Tempest	SPELL CONTINUOUS	4820694
衛生兵マッスラー	Muscle Medic	EFFECT MONSTER	4848423
ダンシング・ソルジャー	Performance of Sword	RITUAL MONSTER	4849037
Ωメガネ	Omega Goggles	EQUIP SPELL	4857085
ミイラの呼び声	Call of the Mummy	SPELL CONTINUOUS	4861205
砂漠の裁き	Judgment of the Desert	TRAP CONTINUOUS	4869446
強欲な壺の精霊	Spirit of the Pot of Greed	EFFECT MONSTER	4896788
影依の原核	Shaddoll Core	TRAP CONTINUOUS	4904633
ジェネクス・ウンディーネ	Genex Undine	EFFECT MONSTER	4904812
ネクロ・ガードナー	Necro Gardna	EFFECT MONSTER	4906301
スペース・インシュレイター	Space Insulator	EFFECT LINK MONSTER	4914353
怨念集合体	Souls of the Forgotten	NORMAL MONSTER	4920010
カオス・バースト	Chaos Burst	TRAP	4923662
氷帝メビウス	Mobius the Frost Monarch	EFFECT MONSTER	4929256
影のデッキ破壊ウイルス	Full Force Virus	TRAP	4931121
マウンテン・ウォーリアー	Mountain Warrior	NORMAL MONSTER	4931562
シャドール・ヘッジホッグ	Shaddoll Hedgehog	EFFECT FLIP MONSTER	4939890
インフォーマー・スパイダー	Informer Spider	EFFECT MONSTER	4941482
方界超獣バスター・ガンダイル	Buster Gundil the Cubic Behemoth	EFFECT SPSUMMON MONSTER	4998619
守護神エクゾディア	Exodia, the Legendary Defender	EFFECT MONSTER	5008836
占術姫ウィジャモリガン	Prediction Princess Astromorrigan	EFFECT FLIP MONSTER	5010422
潜航母艦エアロ・シャーク	Submersible Carrier Aero Shark	EFFECT XYZ MONSTER	5014629
神星なる波動	Stellarnova Wave	TRAP CONTINUOUS	5026221
光霊術－「聖」	Spiritual Light Art - Hijiri	TRAP	5037726
天威の龍鬼神	Draco Berserker of the Tenyi	EFFECT SYNCHRO MONSTER	5041348
ファイアウォール・ドラゴン	Firewall Dragon	EFFECT LINK MONSTER	5043010
ファイアウォール・ドラゴン	Firewall Dragon	EFFECT LINK MONSTER	5043011
ファイアウォール・ドラゴン	Firewall Dragon	EFFECT LINK MONSTER	5043012
アロマガーデン	Aroma Garden	SPELL FIELD	5050644
イージーチューニング	Battle Tuned	QUICKPLAY SPELL	5052212
ミノタウルス	Battle Ox	NORMAL MONSTER	5053103
ダイナミスト・スピノス	Dinomist Spinos	EFFECT PENDULUM MONSTER	5067884
シェルヴァレット・ドラゴン	Shelrokket Dragon	EFFECT MONSTER	5087128
ネオス・ワイズマン	Neos Wiseman	EFFECT SPSUMMON MONSTER	5126490
E・HERO マリン・ネオス	Elemental HERO Marine Neos	EFFECT FUSION MONSTER	5128859
ギャラクシー・サイクロン	Galaxy Cyclone	SPELL	5133471
マジェスペクター・ガスト	Majespecter Gust	TRAP	5153769
不知火の師範	Shiranui Swordmaster	EFFECT MONSTER	5177985
下克上の首飾り	Amulet of Ambition	EQUIP SPELL	5183693
真紅眼の不死竜	Red-Eyes Zombie Dragon	EFFECT MONSTER	5186893
天雷震龍－サンダー・ドラゴン	Thunder Dragon Skyrumble	EFFECT SPSUMMON MONSTER	5206415
素早いビッグハムスター	Super-Nimble Mega Hamster	EFFECT FLIP MONSTER	5220687
魔弾の射手 ザ・キッド	Magical Musketeer Kidbrave	EFFECT MONSTER	5230799
ヴァイロン・オーム	Vylon Ohm	EFFECT MONSTER	5237827
スクープ・シューター	Cameraclops	EFFECT MONSTER	5244497
セフィラの輝跡	Zefra Path	SPELL CONTINUOUS	5255013
X・E・N・O	Jowls of Dark Demise	EFFECT FLIP MONSTER	5257687
捕食植物ヘリアンフォリンクス	Predaplant Heliamphorhynchus	EFFECT MONSTER	5259518
海賊船スカルブラッド号	Skull Mariner	NORMAL MONSTER	5265750
ヴェルズ・オ・ウィスプ	Evilswarm Obliviwisp	EFFECT MONSTER	5284653
E・HERO バブルマン・ネオ	Elemental HERO Neo Bubbleman	EFFECT MONSTER	5285665
トランスターン	Transmodify	SPELL	5288597
先史遺産トゥーラ・ガーディアン	Chronomaly Tula Guardian	EFFECT MONSTER	5291803
占い魔女 スィーちゃん	Fortune Fairy Swee	EFFECT MONSTER	5298175
蘇りし魔王 ハ・デス	Revived King Ha Des	EFFECT SYNCHRO MONSTER	5309481
サイクロン	Mystical Space Typhoon	QUICKPLAY SPELL	5318639
毒の魔妖－束脛	Tsukahagi, the Poisonous Mayakashi	EFFECT TUNER MONSTER	5325155
牙竜転生	Dragoncarnation	TRAP	5325424
プロトコル・ガードナー	Protocol Gardna	EFFECT LINK MONSTER	5329790
強制進化	Evo-Force	SPELL	5338223
BK グラスジョー	Battlin' Boxer Glassjaw	EFFECT MONSTER	5361647
聖騎士ペリノア	Noble Knight Pellinore	EFFECT MONSTER	5361816
スチームジャイロイド	Steam Gyroid	FUSION MONSTER	5368615
魂喰らいの魔刀	Sword of the Soul-Eater	EQUIP SPELL	5371656
サイバー・ドラゴン・ツヴァイ	Cyber Dragon Zwei	EFFECT MONSTER	5373478
スカーレッド・レイン	Red Rain	TRAP	5376159
バーニングソルジャー	Darkfire Soldier #1	NORMAL MONSTER	5388481
音響戦士マイクス	Symphonic Warrior Miccs	EFFECT PENDULUM MONSTER	5399521
天威の鬼神	Berserker of the Tenyi	LINK MONSTER	5402805
カオス・ソルジャー	Black Luster Soldier	RITUAL MONSTER	5405694
首なし騎士	Headless Knight	NORMAL MONSTER	5434080
荒野の女戦士	Warrior Lady of the Wasteland	EFFECT MONSTER	5438492
火炎木人18	Blazing Inpachi	NORMAL MONSTER	5464695
ジュラック・インパクト	Jurrac Impact	TRAP	5479217
花札衛－桜に幕－	Flower Cardian Cherry Blossom with Curtain	EFFECT SPSUMMON MONSTER	5489987
サイクロンレーザー	Cyclon Laser	EQUIP SPELL	5494820
暗黒界の斥候 スカー	Scarr, Scout of Dark World	EFFECT MONSTER	5498296
マジェスペクター・キャット	Majespecter Cat - Nekomata	EFFECT PENDULUM MONSTER	5506791
メンタル・カウンセラー リリー	Counselor Lily	EFFECT TUNER MONSTER	5519829
海晶乙女マーブルド・ロック	Marincess Marbled Rock	EFFECT LINK MONSTER	5524387
エレキンメダイ	Wattberyx	EFFECT TUNER MONSTER	5554990
マシンナーズ・フォートレス	Machina Fortress	EFFECT MONSTER	5556499
エクスチェンジ	Exchange	SPELL	5556668
亡龍の戦慄－デストルドー	Destrudo the Lost Dragon's Frisson	EFFECT TUNER MONSTER	5560911
闇の幻影	Dark Illusion	TRAP COUNTER	5562461
スクラップ・クラッシュ	Scrap Crash	TRAP	5577649
サクリファイス・ロータス	Samsara Lotus	EFFECT MONSTER	5592689
ヒューマノイド・ドレイク	Humanoid Worm Drake	FUSION MONSTER	5600127
異次元の落とし穴	D.D. Trap Hole	TRAP	5606466
チューナーズ・バリア	Tuner's Barrier	TRAP	5609226
白闘気白鯨	White Aura Whale	EFFECT SYNCHRO MONSTER	5614808
カウンターパンチ	Destruction Punch	TRAP	5616412
トビペンギン	Flying Penguin	NORMAL MONSTER	5628232
ハンニバル・ネクロマンサー	Hannibal Necromancer	EFFECT MONSTER	5640330
F.A.デッド・ヒート	F.A. Dead Heat	TRAP CONTINUOUS	5641251
The splendid VENUS	Splendid Venus	EFFECT MONSTER	5645210
神風のバリア －エア・フォース－	Storming Mirror Force	TRAP	5650082
EMリバイバル	Performapal Revival	TRAP	5672432
地中界シャンバラ	The Hidden City	SPELL FIELD	5697558
サウザンドエナジー	Thousand Energy	SPELL	5703682
ライバル登場！	A Rival Appears!	TRAP	5728014
魂の解放	Soul Release	SPELL	5758500
泣き神の石像	Weeping Idol	EFFECT MONSTER	5763020
HSRカイドレイク	Hi-Speedroid Kitedrake	EFFECT SYNCHRO MONSTER	5772618
クリエイト・リゾネーター	Creation Resonator	EFFECT TUNER MONSTER	5780210
ヴァンパイアの領域	Vampire's Domain	SPELL CONTINUOUS	5795882
帝王の轟毅	Strike of the Monarchs	QUICKPLAY SPELL	5795980
コアキメイル・グールズスレイブ	Koa'ki Meiru Ghoulungulate	EFFECT MONSTER	5817857
武神器－ヘツカ	Bujingi Turtle	EFFECT MONSTER	5818294
幻獣王ガゼル	Gazelle the King of Mythical Beasts	NORMAL MONSTER	5818798
