id	Jap_FullWidth	AutoSet
3693034	借カラクリ旅籠蔵	" ,cat_Jap,include,カラクリ
 ,type,not include,EFFECT
 ,cat_Jap,include,カラクリ"
3701074	ダーク・キュア	
3717252	シャドール・ビースト	
3732747	ウォーター・エレメント	
3734202	ナチュルの神星樹	" ,race,==,race__And,attribute,==,EARTH
 ,level,<,4__ ,race,==,race__And,attribute,==,EARTH
 ,cat_Jap,include,ナチュル"
3752422	ＥＭレ・ベルマン	 ,cat_Jap,include,EM
3758046	ＤＤＤ怒濤王シーザー	 ,cat_Jap,include,契約書
3773196	異次元の偵察機	
3775068	方界超帝インディオラ・デス・ボルト	" ,cat_Jap,include,方界
 ,cat_Jap,include,方界
 ,cat_Jap,include,方界"
3779662	剣闘獣アンダバタエ	" ,cat_Jap,include,剣闘獣__And,type,include,FUSION__And,level,<,7
 ,cat_Jap,include,剣闘獣"
3784434	突撃ライノス	
3790062	Ｎｏ.６５ 裁断魔人ジャッジ・バスター	
3792766	トリックスター・デビルフィニウム	" ,cat_Jap,include,トリックスター
 ,cat_Jap,include,トリックスター"
3797883	スロットマシーンＡＭ－７	
3810071	モンク・ファイター	
3814632	超巨大空中宮殿ガンガリディア	
3819470	盗賊の七つ道具	
3825890	墓守の大神官	" ,cat_Jap,include,墓守
 ,cat_Jap,include,墓守__And,type,include,MONSTER"
3841833	ファーニマル・ベア	 ,id,==,24094653
3846170	カラクリ兵 弐参六	 ,level,<,4__ ,cat_Jap,include,カラクリ
3868277	ＴＧＸ３－ＤＸ２	 ,cat_Jap,include,TG__And,type,include,MONSTER
3891471	サイコ・チューン	 ,race,==,PSYCHIC
3897065	スーパービークロイド－ステルス・ユニオン	 ,race,!=,MACHINE
3900605	アブソーブポッド	
3909436	ヴェンデット・バスタード	" ,cat_Jap,include,ヴェンデット
 ,type,include,MONSTER__And,cat_Jap,include,ヴェンデット"
3912064	Ｔｈｅ ｔｒｉｐｐｉｎｇ ＭＥＲＣＵＲＹ	
3918345	マジック・スライム	
3954901	フェルグラントドラゴン	
3966653	花札衛－猪鹿蝶－	 ,cat_Jap,include,花札衛__And,type,include,MONSTER
3972721	グリード・グラード	
3985011	ホーリー・パワー	
3987233	ミセス・レディエント	 ,type,include,MONSTER__And,attribute,==,EARTH
3989465	ラヴァルバル・イグニス	
4022819	聖刻龍－アセトドラゴン	" ,type,include,NORMAL__And,race,==,DRAGON
 ,cat_Jap,include,聖刻__And,type,not include,XYZ
 ,type,include,NORMAL__And,race,==,DRAGON"
4031928	心変わり	
4035199	シェイプ・スナッチ	
4041838	忍者マスター ＳＡＳＵＫＥ	
4042268	島亀	
4055337	オルフェゴール・トロイメア	 ,race,==,MACHINE__And,attribute,==,DARK
4058065	ヴェルズ・サラマンドラ	 ,type,include,MONSTER
4064256	アンデットワールド	
4068622	ＢＦ－極光のアウロラ	" ,type,not include,TUNER
 ,cat_Jap,include,BF__And,type,include,TUNER
 ,cat_Jap,include,BF"
4072687	受け入れがたい結果	 ,cat_Jap,include,占い魔女
4081094	第二の棺	
4081665	Ｅｍスティルツ・シューター	 ,cat_Jap,include,Em__And,type,include,MONSTER
4081825	カオス・インフィニティ	 ,cat_Jap,include,機皇
4103668	翼の魔妖－天狗	" ,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,.
 ,race,==,ZOMBIE"
4130270	Ｇ・Ｂ・ハンター	
4141820	儀式魔人プレコグスター	
4145852	十二獣ラム	 ,cat_Jap,include,十二獣
4148264	Ｇ戦隊 シャインブラック	
4149689	天狗のうちわ	
4162088	サイバー・レーザー・ドラゴン	 ,(,1,.__ ,attack,>,atk__ ,defense,>,atk__.,),1,.
4168871	黒羽の宝札	 ,cat_Jap,include,BF__And,type,include,MONSTER
4178474	サンダー・ブレイク	
4179255	妖精竜 エンシェント	
4179849	紅葉の女王	
4192696	森の聖霊 エーコ	
4206964	落とし穴	
4215636	霞の谷の祭壇	 ,level,<,3__ ,attribute,==,WIND
4227096	捕違い	
4230620	サイキックブレイク	
4239451	ＥＭヒックリカエル	 ,defense,>,0
4252828	シー・アーチャー	 ,level,<,3
4253484	剣闘獣ホプロムス	And,cat_Jap,include,剣闘獣
4259068	魔力倹約術	
4266839	精神寄生体	
4280258	召命の神弓－アポロウーサ	
4290468	スプレンディッド・ローズ	 ,race,==,PLANT
4333086	不知火流 燕の太刀	" ,cat_Jap,include,不知火__And,type,include,MONSTER
 ,race,==,ZOMBIE"
4334811	スクラップ・リサイクラー	" ,type,include,MONSTER__And,race,==,MACHINE
 ,attribute,==,EARTH__And,race,==,MACHINE"
4335427	創星神 ｓｏｐｈｉａ	 ,type,include,tpe
4335645	ニュードリュア	
4357063	先史遺産都市バビロン	" ,cat_Jap,include,先史遺産
 ,cat_Jap,include,先史遺産"
4367330	十二獣ラビーナ	 ,cat_Jap,include,十二獣
4376658	憑依装着－ヒータ	 ,attribute,==,FIRE
4388680	リヴェンデット・スレイヤー	" ,race,==,ZOMBIE
 ,type,include,MONSTER__And,cat_Jap,include,ヴェンデット"
4392470	レオ・ウィザード	
4404099	海底に潜む深海竜	
4417407	幻獣機ブラックファルコン	 ,type,include,TOKEN
4417408	幻獣機トークン	 ,type,include,TOKEN
4423206	Ｍ.Ｘ－セイバー インヴォーカー	 ,race,==,WARRIOR__And,attribute,==,EARTH
4433488	サイバネット・カスケード	
4440873	強烈なはたき落とし	
4446672	古代の機械爆弾	 ,cat_Jap,include,アンティーク・ギア
4450854	隠されし機殻	 ,cat_Jap,include,クリフォート__And,type,include,PENDULUM
4466015	ヴェノム・スプラッシュ	
4474060	ＳＰＹＲＡＬ ＧＥＡＲ－ドローン	" ,cat_Jap,include,SPYRAL
 ,cat_Jap,include,SPYRAL"
4478086	クロック・スパルトイ	 ,race,==,CYBERSE__And,level,<,4
4483989	反撃準備	
4538826	終焉龍 カオス・エンペラー	" ,race,==,DRAGON
 ,attribute,==,att"
4542651	カオス・シールド	
4545683	機皇帝グランエル∞	 ,type,include,SYNCHRO
4545854	エクシーズ・テリトリー	
4549095	ＢＫ カウンターブロー	
4550066	リビルディア	 ,race,==,CYBERSE__And,attack,<,1500
4587638	吠え猛る大地	
4591250	アマゾネス女帝	
4611269	ライオ・アリゲーター	
4614116	闇・エネルギー	
4628897	超電導戦機インペリオン・マグナム	 ,id,==,code
4638410	暴君の威圧	
4682617	魔界劇団のカーテンコール	" ,(,1,.__ ,cat_Jap,include,魔界台本__.,),1,.
 ,cat_Jap,include,魔界劇団__And,type,include,PENDULUM
 ,cat_Jap,include,魔界劇団__And,type,include,PENDULUM
 ,type,include,SPELL__And,cat_Jap,include,魔界台本"
4688231	メタルフォーゼ・ミスリエル	 ,cat_Jap,include,メタルフォーゼ
4694209	カードガード	
4709881	星杯剣士アウラム	" ,type,include,MONSTER__And,cat_Jap,include,星遺物
 ,cat_Jap,include,星杯
 ,cat_Jap,include,星杯"
4722253	ライトレイ ギア・フリード	" ,race,!=,WARRIOR
 ,race,==,WARRIOR"
4732017	灼熱ゾンビ	
4740489	マグネット・フィールド	" ,level,<,4__ ,race,==,ROCK__And,attribute,==,EARTH
 ,cat_Jap,include,マグネット・ウォリアー__And,level,<,4"
4756629	ヴェルズ・ケルキオン	" ,cat_Jap,include,ヴェルズ__And,type,include,MONSTER
 ,cat_Jap,include,ヴェルズ__And,type,include,MONSTER
 ,cat_Jap,include,ヴェルズ
 ,cat_Jap,include,ヴェルズ"
4779091	ユベル－Ｄａｓ Ａｂｓｃｈｅｕｌｉｃｈ Ｒｉｔｔｅｒ	
4779823	ライトロード・アーク ミカエル	 ,cat_Jap,include,ライトロード__And,type,include,MONSTER
4786063	超重武者装留ファイヤー・アーマー	" ,cat_Jap,include,超重武者
 ,cat_Jap,include,超重武者"
4796100	有翼幻獣キマイラ	
4807253	Ｅｍフレイム・イーター	
4810585	戦華史略－長坂之雄	" ,cat_Jap,include,戦華
 ,cat_Jap,include,戦華"
4810828	古聖戴サウラヴィス	
4820694	セイクリッド・テンペスト	" ,cat_Jap,include,セイクリッド__And,type,include,XYZ
 ,cat_Jap,include,セイクリッド__And,type,include,XYZ
 ,cat_Jap,include,セイクリッド__And,type,include,MONSTER"
4848423	衛生兵マッスラー	
4849037	ダンシング・ソルジャー	
4857085	Ωメガネ	
4861205	ミイラの呼び声	 ,race,==,ZOMBIE
4869446	砂漠の裁き	
4896788	強欲な壺の精霊	
4904633	影依の原核	 ,cat_Jap,include,シャドール__And,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,.
4904812	ジェネクス・ウンディーネ	 ,attribute,==,WATER
4906301	ネクロ・ガードナー	
4914353	スペース・インシュレイター	 ,race,==,CYBERSE
4920010	怨念集合体	
4923662	カオス・バースト	
4929256	氷帝メビウス	 ,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,.
4931121	影のデッキ破壊ウイルス	" ,attribute,==,DARK__And,defense,>,2000
 ,defense,<,1500
 ,type,include,MONSTER__And,defense,<,1500"
4931562	マウンテン・ウォーリアー	
4939890	シャドール・ヘッジホッグ	" ,cat_Jap,include,シャドール__And,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,.
 ,cat_Jap,include,シャドール__And,type,include,MONSTER"
4941482	インフォーマー・スパイダー	
4998619	方界超獣バスター・ガンダイル	" ,cat_Jap,include,方界
 ,cat_Jap,include,方界
 ,cat_Jap,include,方界"
5008836	守護神エクゾディア	
5010422	占術姫ウィジャモリガン	
5014629	潜航母艦エアロ・シャーク	 ,type,include,MONSTER
5026221	神星なる波動	 ,cat_Jap,include,テラナイト
5037726	光霊術－「聖」	" ,attribute,==,LIGHT
 ,type,not include,TRAP"
5041348	天威の龍鬼神	
5043010	ファイアウォール・ドラゴン	 ,type,include,MONSTER
5043011	ファイアウォール・ドラゴン	 ,type,include,MONSTER
5043012	ファイアウォール・ドラゴン	
5050644	アロマガーデン	" ,cat_Jap,include,アロマ
 ,cat_Jap,include,アロマ"
5052212	イージーチューニング	 ,type,include,TUNER
5053103	ミノタウルス	
5067884	ダイナミスト・スピノス	 ,cat_Jap,include,ダイナミスト
5087128	シェルヴァレット・ドラゴン	 ,cat_Jap,include,ヴァレット
5126490	ネオス・ワイズマン	 ,id,==,...
5128859	Ｅ・ＨＥＲＯ マリン・ネオス	
5133471	ギャラクシー・サイクロン	" ,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,.
 ,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,."
5153769	マジェスペクター・ガスト	 ,cat_Jap,include,マジェスペクター
5177985	不知火の師範	" ,cat_Jap,include,不知火
 ,cat_Jap,include,不知火__And,id,!=,code
 ,race,==,ZOMBIE"
5183693	下克上の首飾り	
5186893	真紅眼の不死竜	 ,race,==,ZOMBIE
5206415	天雷震龍－サンダー・ドラゴン	" ,race,==,THUNDER__And,level,<,8
 ,cat_Jap,include,サンダー・ドラゴン"
5220687	素早いビッグハムスター	 ,level,<,3__ ,race,==,BEAST
5230799	魔弾の射手 ザ・キッド	 ,cat_Jap,include,魔弾
5237827	ヴァイロン・オーム	 ,type,include,EQUIP
5244497	スクープ・シューター	
5255013	セフィラの輝跡	 ,(,1,.__ ,cat_Jap,not include,セフィラ__.,),1,.
5257687	Ｘ・Ｅ・Ｎ・Ｏ	
5259518	捕食植物ヘリアンフォリンクス	 ,attribute,==,DARK__And,race,==,DRAGON
5265750	海賊船スカルブラッド号	
5284653	ヴェルズ・オ・ウィスプ	
5285665	Ｅ・ＨＥＲＯ バブルマン・ネオ	 ,id,==,...
5288597	トランスターン	 ,level,==,lv__ ,race,==,rc__And,attribute,==,att
5291803	先史遺産トゥーラ・ガーディアン	
5298175	占い魔女 スィーちゃん	
5309481	蘇りし魔王 ハ・デス	
5318639	サイクロン	 ,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,.
5325155	毒の魔妖－束脛	" ,cat_Jap,not include,魔妖
 ,cat_Jap,include,魔妖"
5325424	牙竜転生	 ,race,==,DRAGON
5329790	プロトコル・ガードナー	
5338223	強制進化	" ,cat_Jap,include,エヴォルド
 ,cat_Jap,include,エヴォルダー"
5361647	ＢＫ グラスジョー	 ,cat_Jap,include,BK__And,type,include,MONSTER
5361816	聖騎士ペリノア	 ,cat_Jap,include,聖剣
5368615	スチームジャイロイド	
5371656	魂喰らいの魔刀	 ,type,include,NORMAL__And,level,<,3
5373478	サイバー・ドラゴン・ツヴァイ	 ,type,include,SPELL
5376159	スカーレッド・レイン	" ,level,>,8__ ,type,include,SYNCHRO
 ,attribute,==,DARK__And,race,==,DRAGON__And,type,include,SYNCHRO"
5388481	バーニングソルジャー	
5399521	音響戦士マイクス	 ,cat_Jap,include,音響戦士__And,type,include,MONSTER
5402805	天威の鬼神	
5405694	カオス・ソルジャー	
5434080	首なし騎士	
5438492	荒野の女戦士	 ,attack,<,1500__ ,attribute,==,EARTH__And,race,==,WARRIOR
5464695	火炎木人１８	
5479217	ジュラック・インパクト	 ,attack,>,2500__ ,race,==,DINOSAUR
5489987	花札衛－桜に幕－	
5494820	サイクロンレーザー	
5498296	暗黒界の斥候 スカー	 ,level,<,4__ ,cat_Jap,include,暗黒界
5506791	マジェスペクター・キャット	 ,cat_Jap,include,マジェスペクター
5519829	メンタル・カウンセラー リリー	
5524387	海晶乙女マーブルド・ロック	" ,cat_Jap,include,マリンセス
 ,cat_Jap,include,マリンセス__And,type,include,MONSTER"
5554990	エレキンメダイ	
5556499	マシンナーズ・フォートレス	 ,race,==,MACHINE
5556668	エクスチェンジ	
5560911	亡龍の戦慄－デストルドー	 ,level,<,6
5562461	闇の幻影	 ,attribute,==,DARK
5577649	スクラップ・クラッシュ	" ,cat_Jap,include,スクラップ
 ,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,."
5592689	サクリファイス・ロータス	 ,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,.
5600127	ヒューマノイド・ドレイク	
5606466	異次元の落とし穴	
5609226	チューナーズ・バリア	 ,type,include,TUNER
5614808	白闘気白鯨	 ,attribute,==,WATER__And,type,include,MONSTER
5616412	カウンターパンチ	
5628232	トビペンギン	
5640330	ハンニバル・ネクロマンサー	 ,type,include,TRAP
5641251	Ｆ.Ａ.デッド・ヒート	 ,cat_Jap,include,F.A.
5645210	Ｔｈｅ ｓｐｌｅｎｄｉｄ ＶＥＮＵＳ	
5650082	神風のバリア －エア・フォース－	
5672432	ＥＭリバイバル	 ,cat_Jap,include,EM
5697558	地中界シャンバラ	" ,type,include,MONSTER__And,cat_Jap,include,サブテラー
 ,cat_Jap,include,サブテラー"
5703682	サウザンドエナジー	 ,type,include,NORMAL
5728014	ライバル登場！	
5758500	魂の解放	
5763020	泣き神の石像	 ,type,include,TUNER
5772618	ＨＳＲカイドレイク	" ,race,==,MACHINE,scard,sumtype,tp__And,attribute,==,WIND,scard,sumtype,tp
 ,cat_Jap,include,SR__And,type,include,MONSTER"
5780210	クリエイト・リゾネーター	 ,level,>,8__ ,type,include,SYNCHRO
5795882	ヴァンパイアの領域	
5795980	帝王の轟毅	
5817857	コアキメイル・グールズスレイブ	" ,type,include,MONSTER__And,race,==,ZOMBIE
 ,type,include,MONSTER__And,cat_Jap,include,コアキメイル"
5818294	武神器－ヘツカ	 ,cat_Jap,include,武神
5818798	幻獣王ガゼル	
5821478	トポロジック・ボマー・ドラゴン	
5832914	トゥーンのかばん	 ,type,include,TOON
5851097	虚無空間	
5861892	アルカナフォースＥＸ－ＴＨＥ ＬＩＧＨＴ ＲＵＬＥＲ	
5901497	女王の影武者	
5908650	幻奏の音姫ローリイット・フランソワ	" ,(,1,.__ ,attribute,!=,LIGHT__.,),1,.
 ,race,==,FAIRY__And,attribute,==,LIGHT"
5914184	倍返し	
5915629	強欲な贈り物	
5929801	ＲＲ－ファジー・レイニアス	" ,cat_Jap,include,RR
 ,cat_Jap,include,RR"
5969957	ヴァレット・リチャージャー	" ,attribute,!=,DARK
 ,attribute,==,DARK"
5972394	モノマネンド	" ,level,<,2
 ,id,==,code"
5973663	世界樹	" ,race,==,PLANT
 ,race,==,PLANT"
5975022	剣闘獣ムルミロ	And,cat_Jap,include,剣闘獣
5990062	大逆転クイズ	
5998840	ＸＸ－セイバー ボガーナイト	 ,cat_Jap,include,X－セイバー
6007213	神炎皇ウリア	" ,type,include,TRAP
 ,type,include,TRAP"
6021033	デスカイザー・ドラゴン	 ,race,==,ZOMBIE
6022371	ウォーター・ドラゴン－クラスター	 ,type,include,EFFECT
6039967	ヴァンパイア・フロイライン	
6061630	マジカル・コンダクター	" ,race,==,SPELLCASTER
 ,race,==,SPELLCASTER"
6075801	巨竜の聖騎士	" ,race,==,DRAGON__And,(,1,.__ ,level,==,7__ ,level,==,8__.,),1,.
 ,race,==,DRAGON__And,(,1,.__ ,level,==,7__ ,level,==,8__.,),1,."
6077601	魔玩具融合	
6103114	くちばしヘビ	
6103294	オアシスの使者	" ,type,include,NORMAL__And,level,<,3
 ,type,include,NORMAL__And,level,<,3"
6104968	デスハムスター	
6112401	身剣一体	
6133894	デビルマゼラ	
6137095	誤作動	
6142213	ワンショット・ロケット	
6142488	ファーニマル・マウス	 ,cat_Jap,include,デストーイ
6148016	ギアギアギア	 ,cat_Jap,include,ギアギアーノ
6150044	アルカナ ナイトジョーカー	 ,type,include,tpe
6150045	アルカナ ナイトジョーカー	 ,type,include,tpe
6165656	ＣＮｏ.８８ ギミック・パペット－ディザスター・レオ	
6172122	真紅眼融合	
6178850	ファイティング・スピリッツ	
6203182	一惜二跳	
6205579	パラサイト・フュージョナー	
6214884	暗黒界の狂王 ブロン	
6247535	ヴァレルロード・Ｘ・ドラゴン	" ,race,==,DRAGON,lc,sumtype,tp__And,attribute,==,DARK,lc,sumtype,tp
 ,cat_Jap,include,ヴァレル"
6256844	レアル・ジェネクス・ターボ	 ,cat_Jap,include,ジェネクス
6260554	弾幕回避	
6276588	カラクリ忍者 九壱九	 ,level,<,4__ ,cat_Jap,include,カラクリ
6283472	アモルファージ・ヒュペル	
6284176	六花聖カンザシ	" ,type,include,MONSTER
 ,race,==,PLANT
 ,race,==,PLANT"
6285791	邪悪なるワーム・ビースト	
6297941	バーグラー	
6311717	占い魔女 ヒカリちゃん	 ,race,==,SPELLCASTER__And,level,==,1
6320631	コアキメイル・ロック	 ,(,1,.__ ,(,2,.__ ,level,<,4__ ,cat_Jap,include,コアキメイル__.,),2,.__.,),2,.
6330307	ＤＺＷ－魔装鵺妖衣	 ,cat_Eng,include,Number C39
