Jap,Eng,type,id
第六感,Sixth Sense,TRAP,3280747
エヴォルド・ラゴスクス,Evoltile Lagosucho,MONSTER EFFECT,3283679
RUM－幻影騎士団ラウンチ,The Phantom Knights' Rank-Up-Magic Launch,SPELL QUICKPLAY,3298689
聖刻龍－シユウドラゴン,Hieratic Dragon of Su,MONSTER EFFECT,3300267
銀河眼の煌星竜,Galaxy-Eyes Solflare Dragon,MONSTER EFFECT LINK,3356494
ドラゴンに乗るワイバーン,Alligator's Sword Dragon,MONSTER EFFECT FUSION,3366982
サイバー・フェニックス,Cyber Phoenix,MONSTER EFFECT,3370104
墓守の巫女,Gravekeeper's Priestess,MONSTER EFFECT,3381441
幻奏の音姫プロディジー・モーツァルト,Mozarta the Melodious Maestra,MONSTER EFFECT,3395226
C－クラッシュ・ワイバーン,C-Crush Wyvern,MONSTER EFFECT UNION,3405259
水晶機巧－サルファフナー,Crystron Sulfefnir,MONSTER EFFECT,3422200
破壊剣の使い手－バスター・ブレイダー,"Buster Blader, the Destruction Swordmaster",MONSTER EFFECT,3428069
ドリル・ウォリアー,Drill Warrior,MONSTER EFFECT SYNCHRO,3429238
バスター・ビースト,Assault Beast,MONSTER EFFECT,3431737
麗の魔妖－妖狐,"Yoko, the Graceful Mayakashi",MONSTER EFFECT SYNCHRO,3486020
火器付機甲鎧,Insect Armor with Laser Cannon,SPELL EQUIP,3492538
サイコロン,Dicephoon,SPELL QUICKPLAY,3493058
首領亀,Don Turtle,MONSTER EFFECT,3493978
ステルスバード,Stealth Bird,MONSTER EFFECT,3510565
熱血獣士ウルフバーク,Coach Soldier Wolfbark,MONSTER EFFECT,3534077
ヴェルズ・ザッハーク,Evilswarm Zahak,MONSTER EFFECT,3536537
ダイス・ポット,Dice Jar,MONSTER EFFECT FLIP,3549275
ホワイト・ダストン,White Duston,MONSTER NORMAL,3557275
レイテンシ,Latency,MONSTER EFFECT,3560069
リンク・バック,Link Back,SPELL,3567660
ランドスターの剣士,Swordsman of Landstar,MONSTER NORMAL,3573512
クリスタルP,Crystolic Potential,SPELL FIELD,3576031
伝説の預言者マーリン,Merlin,MONSTER EFFECT,3580032
シュレツダー,Shreddder,MONSTER EFFECT,3603242
魂を狩る者,One Who Hunts Souls,MONSTER NORMAL,3606209
ガガガガール,Gagaga Girl,MONSTER EFFECT,3606728
創聖魔導王 エンディミオン,"Endymion, the Mighty Master of Magic",MONSTER EFFECT PENDULUM,3611830
ローガーディアン,Skull Guardian,MONSTER RITUAL,3627449
サイバー・エンジェル－韋駄天－,Cyber Angel Idaten,MONSTER EFFECT RITUAL,3629090
E・HERO Great TORNADO,Elemental HERO Great Tornado,MONSTER EFFECT FUSION,3642509
伝説のフィッシャーマン,The Legendary Fisherman,MONSTER EFFECT,3643300
A・O・J リサーチャー,Ally of Justice Searcher,MONSTER EFFECT,3648368
サイバー・ヴァリー,Cyber Valley,MONSTER EFFECT,3657444
オーバーロード・フュージョン,Overload Fusion,SPELL,3659803
トロイメア・マーメイド,Knightmare Mermaid,MONSTER EFFECT LINK,3679218
ダブルトラップ,Double Snare,SPELL,3682106
借カラクリ旅籠蔵,Karakuri Cash Inn,TRAP,3693034
ダーク・キュア,Dark Cure,TRAP CONTINUOUS,3701074
シャドール・ビースト,Shaddoll Beast,MONSTER EFFECT FLIP,3717252
ウォーター・エレメント,Water Element,MONSTER NORMAL,3732747
ナチュルの神星樹,Naturia Sacred Tree,TRAP CONTINUOUS,3734202
EMレ・ベルマン,Performapal Lebellman,MONSTER EFFECT PENDULUM,3752422
DDD怒濤王シーザー,D/D/D Wave King Caesar,MONSTER EFFECT XYZ,3758046
異次元の偵察機,D.D. Scout Plane,MONSTER EFFECT,3773196
方界超帝インディオラ・デス・ボルト,Indiora Doom Volt the Cubic Emperor,MONSTER EFFECT SPSUMMON,3775068
剣闘獣アンダバタエ,Gladiator Beast Andabata,MONSTER EFFECT FUSION,3779662
突撃ライノス,Rampaging Rhynos,MONSTER EFFECT,3784434
No.65 裁断魔人ジャッジ・バスター,Number 65: Djinn Buster,MONSTER EFFECT XYZ,3790062
トリックスター・デビルフィニウム,Trickstar Delfiendium,MONSTER EFFECT LINK,3792766
スロットマシーンAM－7,Slot Machine,MONSTER NORMAL,3797883
モンク・ファイター,Monk Fighter,MONSTER EFFECT,3810071
超巨大空中宮殿ガンガリディア,Skypalace Gangaridai,MONSTER EFFECT XYZ,3814632
盗賊の七つ道具,Seven Tools of the Bandit,TRAP COUNTER,3819470
墓守の大神官,Gravekeeper's Visionary,MONSTER EFFECT,3825890
ファーニマル・ベア,Fluffal Bear,MONSTER EFFECT,3841833
カラクリ兵 弐参六,"Karakuri Soldier mdl 236 ""Nisamu""",MONSTER EFFECT,3846170
TGX3－DX2,TGX3-DX2,TRAP,3868277
サイコ・チューン,Psychic Tuning,TRAP CONTINUOUS,3891471
スーパービークロイド－ステルス・ユニオン,Super Vehicroid - Stealth Union,MONSTER EFFECT FUSION,3897065
アブソーブポッド,Absorbing Jar,MONSTER EFFECT FLIP,3900605
ヴェンデット・バスタード,Vendread Battlelord,MONSTER EFFECT RITUAL,3909436
The tripping MERCURY,The Tripper Mercury,MONSTER EFFECT,3912064
マジック・スライム,Magical Reflect Slime,MONSTER EFFECT GEMINI,3918345
フェルグラントドラゴン,Felgrand Dragon,MONSTER EFFECT,3954901
花札衛－猪鹿蝶－,Flower Cardian Boardefly,MONSTER EFFECT SYNCHRO,3966653
グリード・グラード,Greed Grado,SPELL QUICKPLAY,3972721
ホーリー・パワー,Lucky Trinket,MONSTER NORMAL,3985011
ミセス・レディエント,Missus Radiant,MONSTER EFFECT LINK,3987233
ラヴァルバル・イグニス,Lavalval Ignis,MONSTER EFFECT XYZ,3989465
聖刻龍－アセトドラゴン,Hieratic Dragon of Eset,MONSTER EFFECT,4022819
心変わり,Change of Heart,SPELL,4031928
シェイプ・スナッチ,Shapesnatch,MONSTER NORMAL,4035199
忍者マスター SASUKE,Ninja Grandmaster Sasuke,MONSTER EFFECT,4041838
島亀,Island Turtle,MONSTER NORMAL,4042268
オルフェゴール・トロイメア,Orcust Knightmare,MONSTER EFFECT,4055337
ヴェルズ・サラマンドラ,Evilswarm Salamandra,MONSTER EFFECT,4058065
アンデットワールド,Zombie World,SPELL FIELD,4064256
BF－極光のアウロラ,Blackwing - Aurora the Northern Lights,MONSTER EFFECT SPSUMMON,4068622
受け入れがたい結果,Unacceptable Result,SPELL QUICKPLAY,4072687
第二の棺,The Second Sarcophagus,SPELL CONTINUOUS,4081094
Emスティルツ・シューター,Performage Stilts Launcher,MONSTER EFFECT,4081665
カオス・インフィニティ,Chaos Infinity,TRAP,4081825
翼の魔妖－天狗,"Tengu, the Winged Mayakashi",MONSTER EFFECT SYNCHRO,4103668
G・B・ハンター,G.B. Hunter,MONSTER EFFECT,4130270
儀式魔人プレコグスター,Djinn Prognosticator of Rituals,MONSTER EFFECT,4141820
十二獣ラム,Zoodiac Ramram,MONSTER EFFECT,4145852
G戦隊 シャインブラック,"Shiny Black ""C"" Squadder",MONSTER NORMAL,4148264
天狗のうちわ,Goblin Fan,TRAP CONTINUOUS,4149689
サイバー・レーザー・ドラゴン,Cyber Laser Dragon,MONSTER EFFECT SPSUMMON,4162088
黒羽の宝札,Cards for Black Feathers,SPELL,4168871
サンダー・ブレイク,Raigeki Break,TRAP,4178474
妖精竜 エンシェント,Ancient Pixie Dragon,MONSTER EFFECT SYNCHRO,4179255
紅葉の女王,Queen of Autumn Leaves,MONSTER NORMAL,4179849
森の聖霊 エーコ,"Eco, Mystical Spirit of the Forest",MONSTER EFFECT,4192696
落とし穴,Trap Hole,TRAP,4206964
霞の谷の祭壇,Shrine of Mist Valley,SPELL FIELD,4215636
捕違い,Mistaken Arrest,SPELL QUICKPLAY,4227096
サイキックブレイク,Psi-Station,SPELL CONTINUOUS,4230620
EMヒックリカエル,Performapal Turn Toad,MONSTER EFFECT PENDULUM,4239451
シー・アーチャー,Mermaid Archer,MONSTER EFFECT,4252828
剣闘獣ホプロムス,Gladiator Beast Hoplomus,MONSTER EFFECT,4253484
魔力倹約術,Spell Economics,SPELL CONTINUOUS,4259068
精神寄生体,Kiseitai,MONSTER EFFECT,4266839
召命の神弓－アポロウーサ,"Apollousa, Bow of the Goddess",MONSTER EFFECT LINK,4280258
スプレンディッド・ローズ,Splendid Rose,MONSTER EFFECT SYNCHRO,4290468
不知火流 燕の太刀,Shiranui Style Swallow's Slash,TRAP,4333086
スクラップ・リサイクラー,Scrap Recycler,MONSTER EFFECT,4334811
創星神 sophia,"Sophia, Goddess of Rebirth",MONSTER EFFECT SPSUMMON,4335427
ニュードリュア,Newdoria,MONSTER EFFECT,4335645
先史遺産都市バビロン,Chronomaly City Babylon,SPELL FIELD,4357063
十二獣ラビーナ,Zoodiac Bunnyblast,MONSTER EFFECT,4367330
憑依装着－ヒータ,Familiar-Possessed - Hiita,MONSTER EFFECT,4376658
リヴェンデット・スレイヤー,Revendread Slayer,MONSTER EFFECT RITUAL,4388680
レオ・ウィザード,Leo Wizard,MONSTER NORMAL,4392470
海底に潜む深海竜,The Dragon Dwelling in the Deep,MONSTER EFFECT,4404099
幻獣機ブラックファルコン,Mecha Phantom Beast Blackfalcon,MONSTER EFFECT,4417407
幻獣機トークン,Mecha Phantom Beast Token,MONSTER NORMAL TOKEN,4417408
M.X－セイバー インヴォーカー,M-X-Saber Invoker,MONSTER EFFECT XYZ,4423206
サイバネット・カスケード,Cynet Cascade,TRAP,4433488
強烈なはたき落とし,Drastic Drop Off,TRAP COUNTER,4440873
古代の機械爆弾,Ancient Gear Explosive,SPELL,4446672
隠されし機殻,Qlimate Change,TRAP,4450854
ヴェノム・スプラッシュ,Venom Burn,TRAP,4466015
SPYRAL GEAR－ドローン,SPYRAL GEAR - Drone,MONSTER EFFECT,4474060
クロック・スパルトイ,Clock Spartoi,MONSTER EFFECT LINK,4478086
反撃準備,Prepare to Strike Back,TRAP CONTINUOUS,4483989
終焉龍 カオス・エンペラー,"Chaos Emperor, the Dragon of Armageddon",MONSTER EFFECT PENDULUM SPSUMMON,4538826
カオス・シールド,Yellow Luster Shield,SPELL CONTINUOUS,4542651
機皇帝グランエル∞,Meklord Emperor Granel,MONSTER EFFECT SPSUMMON,4545683
エクシーズ・テリトリー,Xyz Territory,SPELL FIELD,4545854
BK カウンターブロー,Battlin' Boxer Counterpunch,MONSTER EFFECT,4549095
リビルディア,Rebuildeer,MONSTER EFFECT,4550066
吠え猛る大地,Roaring Earth,TRAP CONTINUOUS,4587638
アマゾネス女帝,Amazoness Empress,MONSTER EFFECT FUSION,4591250
ライオ・アリゲーター,Lion Alligator,MONSTER EFFECT,4611269
闇・エネルギー,Dark Energy,SPELL EQUIP,4614116
超電導戦機インペリオン・マグナム,Imperion Magnum the Superconductive Battlebot,MONSTER EFFECT FUSION,4628897
暴君の威圧,Tyrant's Temper,TRAP CONTINUOUS,4638410
魔界劇団のカーテンコール,Abyss Actors' Curtain Call,TRAP,4682617
メタルフォーゼ・ミスリエル,Metalfoes Mithrilium,MONSTER EFFECT FUSION,4688231
カードガード,Card Guard,MONSTER EFFECT,4694209
星杯剣士アウラム,Auram the World Chalice Blademaster,MONSTER EFFECT LINK,4709881
ライトレイ ギア・フリード,Lightray Gearfried,MONSTER EFFECT SPSUMMON,4722253
灼熱ゾンビ,Molten Zombie,MONSTER EFFECT,4732017
マグネット・フィールド,Magnetic Field,SPELL FIELD,4740489
ヴェルズ・ケルキオン,Evilswarm Kerykeion,MONSTER EFFECT,4756629
ユベル－Das Abscheulich Ritter,Yubel - Terror Incarnate,MONSTER EFFECT SPSUMMON,4779091
ライトロード・アーク ミカエル,"Michael, the Arch-Lightsworn",MONSTER EFFECT SYNCHRO,4779823
超重武者装留ファイヤー・アーマー,Superheavy Samurai Soulfire Suit,MONSTER EFFECT,4786063
有翼幻獣キマイラ,Chimera the Flying Mythical Beast,MONSTER EFFECT FUSION,4796100
Emフレイム・イーター,Performage Flame Eater,MONSTER EFFECT,4807253
戦華史略－長坂之雄,Ancient Warriors Saga - Defense of Changban,TRAP CONTINUOUS,4810585
古聖戴サウラヴィス,"Sauravis, the Ancient and Ascended",MONSTER EFFECT RITUAL,4810828
セイクリッド・テンペスト,Constellar Tempest,SPELL CONTINUOUS,4820694
衛生兵マッスラー,Muscle Medic,MONSTER EFFECT,4848423
ダンシング・ソルジャー,Performance of Sword,MONSTER RITUAL,4849037
Ωメガネ,Omega Goggles,SPELL EQUIP,4857085
ミイラの呼び声,Call of the Mummy,SPELL CONTINUOUS,4861205
砂漠の裁き,Judgment of the Desert,TRAP CONTINUOUS,4869446
強欲な壺の精霊,Spirit of the Pot of Greed,MONSTER EFFECT,4896788
影依の原核,Shaddoll Core,TRAP CONTINUOUS,4904633
ジェネクス・ウンディーネ,Genex Undine,MONSTER EFFECT,4904812
ネクロ・ガードナー,Necro Gardna,MONSTER EFFECT,4906301
スペース・インシュレイター,Space Insulator,MONSTER EFFECT LINK,4914353
怨念集合体,Souls of the Forgotten,MONSTER NORMAL,4920010
カオス・バースト,Chaos Burst,TRAP,4923662
氷帝メビウス,Mobius the Frost Monarch,MONSTER EFFECT,4929256
影のデッキ破壊ウイルス,Full Force Virus,TRAP,4931121
マウンテン・ウォーリアー,Mountain Warrior,MONSTER NORMAL,4931562
シャドール・ヘッジホッグ,Shaddoll Hedgehog,MONSTER EFFECT FLIP,4939890
インフォーマー・スパイダー,Informer Spider,MONSTER EFFECT,4941482
方界超獣バスター・ガンダイル,Buster Gundil the Cubic Behemoth,MONSTER EFFECT SPSUMMON,4998619
守護神エクゾディア,"Exodia, the Legendary Defender",MONSTER EFFECT,5008836
占術姫ウィジャモリガン,Prediction Princess Astromorrigan,MONSTER EFFECT FLIP,5010422
潜航母艦エアロ・シャーク,Submersible Carrier Aero Shark,MONSTER EFFECT XYZ,5014629
神星なる波動,Stellarnova Wave,TRAP CONTINUOUS,5026221
光霊術－「聖」,Spiritual Light Art - Hijiri,TRAP,5037726
天威の龍鬼神,Draco Berserker of the Tenyi,MONSTER EFFECT SYNCHRO,5041348
ファイアウォール・ドラゴン,Firewall Dragon,MONSTER EFFECT LINK,5043010
ファイアウォール・ドラゴン,Firewall Dragon,MONSTER EFFECT LINK,5043011
ファイアウォール・ドラゴン,Firewall Dragon,MONSTER EFFECT LINK,5043012
アロマガーデン,Aroma Garden,SPELL FIELD,5050644
イージーチューニング,Battle Tuned,SPELL QUICKPLAY,5052212
ミノタウルス,Battle Ox,MONSTER NORMAL,5053103
ダイナミスト・スピノス,Dinomist Spinos,MONSTER EFFECT PENDULUM,5067884
シェルヴァレット・ドラゴン,Shelrokket Dragon,MONSTER EFFECT,5087128
ネオス・ワイズマン,Neos Wiseman,MONSTER EFFECT SPSUMMON,5126490
E・HERO マリン・ネオス,Elemental HERO Marine Neos,MONSTER EFFECT FUSION,5128859
ギャラクシー・サイクロン,Galaxy Cyclone,SPELL,5133471
マジェスペクター・ガスト,Majespecter Gust,TRAP,5153769
不知火の師範,Shiranui Swordmaster,MONSTER EFFECT,5177985
下克上の首飾り,Amulet of Ambition,SPELL EQUIP,5183693
真紅眼の不死竜,Red-Eyes Zombie Dragon,MONSTER EFFECT,5186893
天雷震龍－サンダー・ドラゴン,Thunder Dragon Skyrumble,MONSTER EFFECT SPSUMMON,5206415
素早いビッグハムスター,Super-Nimble Mega Hamster,MONSTER EFFECT FLIP,5220687
魔弾の射手 ザ・キッド,Magical Musketeer Kidbrave,MONSTER EFFECT,5230799
ヴァイロン・オーム,Vylon Ohm,MONSTER EFFECT,5237827
スクープ・シューター,Cameraclops,MONSTER EFFECT,5244497
セフィラの輝跡,Zefra Path,SPELL CONTINUOUS,5255013
X・E・N・O,Jowls of Dark Demise,MONSTER EFFECT FLIP,5257687
捕食植物ヘリアンフォリンクス,Predaplant Heliamphorhynchus,MONSTER EFFECT,5259518
海賊船スカルブラッド号,Skull Mariner,MONSTER NORMAL,5265750
ヴェルズ・オ・ウィスプ,Evilswarm Obliviwisp,MONSTER EFFECT,5284653
E・HERO バブルマン・ネオ,Elemental HERO Neo Bubbleman,MONSTER EFFECT,5285665
トランスターン,Transmodify,SPELL,5288597
先史遺産トゥーラ・ガーディアン,Chronomaly Tula Guardian,MONSTER EFFECT,5291803
占い魔女 スィーちゃん,Fortune Fairy Swee,MONSTER EFFECT,5298175
蘇りし魔王 ハ・デス,Revived King Ha Des,MONSTER EFFECT SYNCHRO,5309481
サイクロン,Mystical Space Typhoon,SPELL QUICKPLAY,5318639
毒の魔妖－束脛,"Tsukahagi, the Poisonous Mayakashi",MONSTER EFFECT TUNER,5325155
牙竜転生,Dragoncarnation,TRAP,5325424
プロトコル・ガードナー,Protocol Gardna,MONSTER EFFECT LINK,5329790
強制進化,Evo-Force,SPELL,5338223
BK グラスジョー,Battlin' Boxer Glassjaw,MONSTER EFFECT,5361647
聖騎士ペリノア,Noble Knight Pellinore,MONSTER EFFECT,5361816
スチームジャイロイド,Steam Gyroid,MONSTER FUSION,5368615
魂喰らいの魔刀,Sword of the Soul-Eater,SPELL EQUIP,5371656
サイバー・ドラゴン・ツヴァイ,Cyber Dragon Zwei,MONSTER EFFECT,5373478
スカーレッド・レイン,Red Rain,TRAP,5376159
バーニングソルジャー,Darkfire Soldier #1,MONSTER NORMAL,5388481
音響戦士マイクス,Symphonic Warrior Miccs,MONSTER EFFECT PENDULUM,5399521
天威の鬼神,Berserker of the Tenyi,MONSTER LINK,5402805
カオス・ソルジャー,Black Luster Soldier,MONSTER RITUAL,5405694
首なし騎士,Headless Knight,MONSTER NORMAL,5434080
荒野の女戦士,Warrior Lady of the Wasteland,MONSTER EFFECT,5438492
火炎木人18,Blazing Inpachi,MONSTER NORMAL,5464695
ジュラック・インパクト,Jurrac Impact,TRAP,5479217
花札衛－桜に幕－,Flower Cardian Cherry Blossom with Curtain,MONSTER EFFECT SPSUMMON,5489987
サイクロンレーザー,Cyclon Laser,SPELL EQUIP,5494820
暗黒界の斥候 スカー,"Scarr, Scout of Dark World",MONSTER EFFECT,5498296
マジェスペクター・キャット,Majespecter Cat - Nekomata,MONSTER EFFECT PENDULUM,5506791
メンタル・カウンセラー リリー,Counselor Lily,MONSTER EFFECT TUNER,5519829
海晶乙女マーブルド・ロック,Marincess Marbled Rock,MONSTER EFFECT LINK,5524387
エレキンメダイ,Wattberyx,MONSTER EFFECT TUNER,5554990
マシンナーズ・フォートレス,Machina Fortress,MONSTER EFFECT,5556499
エクスチェンジ,Exchange,SPELL,5556668
亡龍の戦慄－デストルドー,Destrudo the Lost Dragon's Frisson,MONSTER EFFECT TUNER,5560911
闇の幻影,Dark Illusion,TRAP COUNTER,5562461
スクラップ・クラッシュ,Scrap Crash,TRAP,5577649
サクリファイス・ロータス,Samsara Lotus,MONSTER EFFECT,5592689
ヒューマノイド・ドレイク,Humanoid Worm Drake,MONSTER FUSION,5600127
異次元の落とし穴,D.D. Trap Hole,TRAP,5606466
チューナーズ・バリア,Tuner's Barrier,TRAP,5609226
白闘気白鯨,White Aura Whale,MONSTER EFFECT SYNCHRO,5614808
カウンターパンチ,Destruction Punch,TRAP,5616412
トビペンギン,Flying Penguin,MONSTER NORMAL,5628232
ハンニバル・ネクロマンサー,Hannibal Necromancer,MONSTER EFFECT,5640330
F.A.デッド・ヒート,F.A. Dead Heat,TRAP CONTINUOUS,5641251
The splendid VENUS,Splendid Venus,MONSTER EFFECT,5645210
神風のバリア －エア・フォース－,Storming Mirror Force,TRAP,5650082
EMリバイバル,Performapal Revival,TRAP,5672432
地中界シャンバラ,The Hidden City,SPELL FIELD,5697558
サウザンドエナジー,Thousand Energy,SPELL,5703682
ライバル登場！,A Rival Appears!,TRAP,5728014
魂の解放,Soul Release,SPELL,5758500
泣き神の石像,Weeping Idol,MONSTER EFFECT,5763020
HSRカイドレイク,Hi-Speedroid Kitedrake,MONSTER EFFECT SYNCHRO,5772618
クリエイト・リゾネーター,Creation Resonator,MONSTER EFFECT TUNER,5780210
ヴァンパイアの領域,Vampire's Domain,SPELL CONTINUOUS,5795882
帝王の轟毅,Strike of the Monarchs,SPELL QUICKPLAY,5795980
コアキメイル・グールズスレイブ,Koa'ki Meiru Ghoulungulate,MONSTER EFFECT,5817857
武神器－ヘツカ,Bujingi Turtle,MONSTER EFFECT,5818294
